path,namespace,locale,keys,status,error
kubejs/assets/actuallyadditions/lang/pt_br.json,actuallyadditions,pt_br,1021,ok,
kubejs/assets/actuallyadditions/lang/ru_ru.json,actuallyadditions,ru_ru,1021,ok,
kubejs/assets/alltheores/lang/pt_br.json,alltheores,pt_br,516,ok,
kubejs/assets/alltheores/lang/ru_ru.json,alltheores,ru_ru,516,ok,
kubejs/assets/allthetweaks/lang/ru_ru.json,allthetweaks,ru_ru,26,ok,
kubejs/assets/apotheosis/lang/ru_ru.json,apotheosis,ru_ru,722,ok,
kubejs/assets/apothic_attributes/lang/ru_ru.json,apothic_attributes,ru_ru,159,ok,
kubejs/assets/apothic_enchanting/lang/ru_ru.json,apothic_enchanting,ru_ru,406,ok,
kubejs/assets/ars_additions/lang/pt_br.json,ars_additions,pt_br,194,ok,
kubejs/assets/ars_additions/lang/ru_ru.json,ars_additions,ru_ru,194,ok,
kubejs/assets/atm/lang/en_us.json,atm,en_us,8,ok,
kubejs/assets/atm/lang/es_es.json,atm,es_es,5,ok,
kubejs/assets/atm/lang/ja_jp.json,atm,ja_jp,5,ok,
kubejs/assets/atm/lang/ko_kr.json,atm,ko_kr,5,ok,
kubejs/assets/atm/lang/pt_br.json,atm,pt_br,8,ok,
kubejs/assets/atm/lang/zh_cn.json,atm,zh_cn,5,ok,
kubejs/assets/atm10_localization/lang/ja_jp.json,atm10_localization,ja_jp,59,ok,
kubejs/assets/atm10_localization/lang/pt_br.json,atm10_localization,pt_br,2786,ok,
kubejs/assets/atm10_localization/lang/zh_cn.json,atm10_localization,zh_cn,104,ok,
kubejs/assets/betteradvancements/lang/ru_ru.json,betteradvancements,ru_ru,1,ok,
kubejs/assets/botanypots/lang/ru_ru.json,botanypots,ru_ru,238,ok,
kubejs/assets/building_gadgets2/lang/pt_br.json,building_gadgets2,pt_br,112,ok,
kubejs/assets/charginggadgets/lang/ru_ru.json,charginggadgets,ru_ru,5,ok,
kubejs/assets/chipped/lang/ru_ru.json,chipped,ru_ru,29,ok,
kubejs/assets/chisel/lang/ru_ru.json,chisel,ru_ru,6,ok,
kubejs/assets/chisel_reborn/lang/pt_br.json,chisel_reborn,pt_br,2774,ok,
kubejs/assets/cloudglass/lang/ru_ru.json,cloudglass,ru_ru,17,ok,
kubejs/assets/cobblegengalore/lang/ru_ru.json,cobblegengalore,ru_ru,10,ok,
kubejs/assets/compactmachines/lang/en_us.json,compactmachines,en_us,8,ok,
kubejs/assets/compactmachines/lang/pt_br.json,compactmachines,pt_br,8,ok,
kubejs/assets/compactmachines/lang/ru_ru.json,compactmachines,ru_ru,66,ok,
kubejs/assets/compactmachines/lang/zh_cn.json,compactmachines,zh_cn,8,ok,
kubejs/assets/crafting_on_a_stick/lang/ru_ru.json,crafting_on_a_stick,ru_ru,4,ok,
kubejs/assets/disenchanting_table/lang/ru_ru.json,disenchanting_table,ru_ru,2,ok,
kubejs/assets/domum_ornamentum/lang/ru_ru.json,domum_ornamentum,ru_ru,212,ok,
kubejs/assets/draconic_evolution/lang/pt_br.json,draconic_evolution,pt_br,733,ok,
kubejs/assets/embeddium/lang/pt_br.json,embeddium,pt_br,74,ok,
kubejs/assets/embeddium/lang/ru_ru.json,embeddium,ru_ru,7,ok,
kubejs/assets/enderman_overhaul/lang/pt_br.json,enderman_overhaul,pt_br,131,ok,
kubejs/assets/evilcraft/lang/ru_ru.json,evilcraft,ru_ru,626,ok,
kubejs/assets/evilcraftcompat/lang/ru_ru.json,evilcraftcompat,ru_ru,27,ok,
kubejs/assets/extreme_reactors2/lang/pt_br.json,extreme_reactors2,pt_br,522,ok,
kubejs/assets/factory_blocks/lang/pt_br.json,factory_blocks,pt_br,101,ok,
kubejs/assets/farmersdelight/lang/pt_br.json,farmersdelight,pt_br,323,ok,
kubejs/assets/forbidden_arcanus/lang/en_us.json,forbidden_arcanus,en_us,1,ok,
kubejs/assets/forbidden_arcanus/lang/ja_jp.json,forbidden_arcanus,ja_jp,1,ok,
kubejs/assets/forbidden_arcanus/lang/pt_br.json,forbidden_arcanus,pt_br,1,ok,
kubejs/assets/forbidden_arcanus/lang/zh_cn.json,forbidden_arcanus,zh_cn,1,ok,
kubejs/assets/framedblocks/lang/ru_ru.json,framedblocks,ru_ru,421,ok,
kubejs/assets/ftbquests/lang/ru_ru.json,ftbquests,ru_ru,625,ok,
kubejs/assets/functionalstorage/lang/ru_ru.json,functionalstorage,ru_ru,157,ok,
kubejs/assets/guideme/lang/ru_ru.json,guideme,ru_ru,36,ok,
kubejs/assets/hostilenetworks/lang/en_us.json,hostilenetworks,en_us,17,ok,
kubejs/assets/hostilenetworks/lang/ja_jp.json,hostilenetworks,ja_jp,17,ok,
kubejs/assets/hostilenetworks/lang/pt_br.json,hostilenetworks,pt_br,17,ok,
kubejs/assets/hostilenetworks/lang/zh_cn.json,hostilenetworks,zh_cn,17,ok,
kubejs/assets/immersiveengineering/lang/pt_br.json,immersiveengineering,pt_br,1952,ok,
kubejs/assets/immersiveengineering/lang/ru_ru.json,immersiveengineering,ru_ru,1952,ok,
kubejs/assets/ironfurnaces/lang/pt_br.json,ironfurnaces,pt_br,143,ok,
kubejs/assets/ironfurnaces/lang/ru_ru.json,ironfurnaces,ru_ru,143,ok,
kubejs/assets/irons_jewelry/lang/ru_ru.json,irons_jewelry,ru_ru,220,ok,
kubejs/assets/item_collectors/lang/pt_br.json,item_collectors,pt_br,15,ok,
kubejs/assets/kubejs/lang/en_us.json,kubejs,en_us,78,ok,
kubejs/assets/kubejs/lang/ja_jp.json,kubejs,ja_jp,78,ok,
kubejs/assets/kubejs/lang/pt_br.json,kubejs,pt_br,78,ok,
kubejs/assets/kubejs/lang/zh_cn.json,kubejs,zh_cn,78,ok,
kubejs/assets/livingthings/lang/ru_ru.json,livingthings,ru_ru,106,ok,
kubejs/assets/mcjtylib/lang/pt_br.json,mcjtylib,pt_br,3,ok,
kubejs/assets/mffs/lang/ru_ru.json,mffs,ru_ru,181,ok,
kubejs/assets/mininggadgets/lang/ru_ru.json,mininggadgets,ru_ru,85,ok,
kubejs/assets/mob_grinding_utils/lang/pt_br.json,mob_grinding_utils,pt_br,146,ok,
kubejs/assets/mob_grinding_utils/lang/ru_ru.json,mob_grinding_utils,ru_ru,146,ok,
kubejs/assets/modern_industrialization/lang/en_us.json,modern_industrialization,en_us,1785,ok,
kubejs/assets/modern_industrialization/lang/ja_jp.json,modern_industrialization,ja_jp,22,ok,
kubejs/assets/modern_industrialization/lang/pt_br.json,modern_industrialization,pt_br,1785,ok,
kubejs/assets/modern_industrialization/lang/zh_cn.json,modern_industrialization,zh_cn,22,ok,
kubejs/assets/modular_routers/lang/pt_br.json,modular_routers,pt_br,371,ok,
kubejs/assets/multipiston/lang/ru_ru.json,multipiston,ru_ru,2,ok,
kubejs/assets/naturesaura/lang/ru_ru.json,naturesaura,ru_ru,242,ok,
kubejs/assets/ping-wheel/lang/ru_ru.json,ping-wheel,ru_ru,38,ok,
kubejs/assets/potions_master/lang/pt_br.json,potions_master,pt_br,237,ok,
kubejs/assets/powa/lang/pt_br.json,powa,pt_br,190,ok,
kubejs/assets/rar_compat/lang/pt_br.json,rar_compat,pt_br,572,ok,
kubejs/assets/rechiseled/lang/pt_br.json,rechiseled,pt_br,1222,ok,
kubejs/assets/rechiseled/lang/ru_ru.json,rechiseled,ru_ru,13,ok,
kubejs/assets/rechiseled_create/lang/pt_br.json,rechiseled_create,pt_br,187,ok,
kubejs/assets/refinedtypes/lang/ru_ru.json,refinedtypes,ru_ru,148,ok,
kubejs/assets/regions_unexplored/lang/ru_ru.json,regions_unexplored,ru_ru,836,ok,
kubejs/assets/relics/lang/pt_br.json,relics,pt_br,431,ok,
kubejs/assets/restrictions/lang/pt_br.json,restrictions,pt_br,12,ok,
kubejs/assets/restrictions/lang/ru_ru.json,restrictions,ru_ru,12,ok,
kubejs/assets/rftoolsbase/lang/pt_br.json,rftoolsbase,pt_br,55,ok,
kubejs/assets/rftoolsbuilder/lang/pt_br.json,rftoolsbuilder,pt_br,92,ok,
kubejs/assets/rftoolspower/lang/pt_br.json,rftoolspower,pt_br,65,ok,
kubejs/assets/rftoolsstorage/lang/pt_br.json,rftoolsstorage,pt_br,41,ok,
kubejs/assets/rftoolsutility/lang/pt_br.json,rftoolsutility,pt_br,242,ok,
kubejs/assets/sawmill/lang/ru_ru.json,sawmill,ru_ru,8,ok,
kubejs/assets/shrink/lang/pt_br.json,shrink,pt_br,7,ok,
kubejs/assets/shrink/lang/ru_ru.json,shrink,ru_ru,12,ok,
kubejs/assets/sophisticatedcore/lang/ru_ru.json,sophisticatedcore,ru_ru,282,ok,
kubejs/assets/sophisticatedstorage/lang/ru_ru.json,sophisticatedstorage,ru_ru,294,ok,
kubejs/assets/sophisticatedstorageinmotion/lang/ru_ru.json,sophisticatedstorageinmotion,ru_ru,8,ok,
kubejs/assets/structurize/lang/ru_ru.json,structurize,ru_ru,229,ok,
kubejs/assets/tempad/lang/pt_br.json,tempad,pt_br,164,ok,
kubejs/assets/the_bumblezone/lang/ru_ru.json,the_bumblezone,ru_ru,1756,ok,
kubejs/assets/tombstone/lang/ru_ru.json,tombstone,ru_ru,1233,ok,
kubejs/assets/trashcans/lang/ru_ru.json,trashcans,ru_ru,32,ok,
kubejs/assets/trophymanager/lang/pt_br.json,trophymanager,pt_br,2,ok,
kubejs/assets/trophymanager/lang/ru_ru.json,trophymanager,ru_ru,2,ok,
kubejs/assets/undergarden/lang/ru_ru.json,undergarden,ru_ru,673,ok,
kubejs/assets/utilityvest/lang/ru_ru.json,utilityvest,ru_ru,24,ok,
kubejs/assets/xnet/lang/pt_br.json,xnet,pt_br,186,ok,
kubejs/assets/xtonesreworked/lang/pt_br.json,xtonesreworked,pt_br,547,ok,
kubejs/assets/xycraft_core/lang/ru_ru.json,xycraft_core,ru_ru,106,ok,
kubejs/assets/xycraft_machines/lang/ru_ru.json,xycraft_machines,ru_ru,225,ok,
kubejs/assets/xycraft_override/lang/ru_ru.json,xycraft_override,ru_ru,135,ok,
kubejs/assets/xycraft_world/lang/ru_ru.json,xycraft_world,ru_ru,324,ok,
